Norwegian,English
lokalt,local
patriot,patriot
døm,judge
avanserte,advanced
torben,torben
hobbs,hobbs
amatører,amateurs
beredt,prepared
ros,praise
pet,pet
winchester,winchester
amerikaneren,American
biten,bite
senger,bed
krek,creep
regnskapet,accounting
snuskete,sniffy
forbauset,surprised
gunvald,gun
høl,hell
wanda,wanda
prinsippet,principle
sjuk,ill
stum,dumb
banditter,bandits
forelske,fake
løgnen,lie
enna,yet
kirkens,church
caesar,caesar
grillet,grilled
morderne,killers
mose,moss
forventes,expected
testene,tests
investert,invested
helsen,health
klosteret,monastery
ledetråder,clue
allianse,alliance
signe,sign
dekkene,tires
talentet,talent
sprenges,burst
barberer,Barber
gjemmested,hiding
moder,mother
røtter,roots
antibiotika,antibiotics
verket,work
dammen,pond
oppsøkte,visited
premien,prize
intelligente,intelligent
dømmes,convict
libby,libby
diagnosen,diagnosis
marerittet,nightmare
stillheten,silence
fullfører,complete
utenlandsk,foreign
hælene,heels
brothers,brothers
motstanderen,opponent
systemene,systems
jin,jin
øk,increase
caitlin,caitlin
divisjon,division
boone,boone
resept,prescription
krigsrett,warside
barnevakten,babysitter
armeen,army
spider-man,spider-man
skuldre,shoulders
opprinnelig,original
pâ,on
avkall,on
utslett,rash
paradiset,paradise
strek,line
brick,brick
aha,to have
stillehavet,Pacific
kloakken,chicken
borgerkrigen,civil war
tobakk,tobacco
foreldreløs,orphan
demonstrasjon,demonstration
fungert,functioned
forsvunne,disappeared
sauer,sheep
fortrolig,confidential
jeannie,jeannie
pungen,purse
godkjenner,approval
ignorer,ignore
romskipet,spacecraft
rukket,obtained
kapret,hijacked
tempoet,pace
stikken,bar
forespørsel,request
utgitt,published
knope,knope
aspirin,aspirin
sør-amerika,South America
prince,prince
rapporterte,reported
tempelet,temple
teoretisk,theoretically
farligere,dangerous
taliban,taliban
passasjer,passenger
camilla,camilla
barmhjertighet,mercy
kommunist,communist
alliansen,alliance
70-tallet,70s
gro,meal
slaveri,slavery
halvdel,half
forhekset,enchanted
due,dove
gibson,Gibson
tomas,tomas
forstyrrelser,disturbance
forpliktet,committed
tispa,bitch
dommerne,judges
observert,observed
alminnelig,general
odin,odin
astrid,Astrid
klokker,watch
maine,maine
bilnøklene,the car keys
bakrommet,backroom
øyene,islands
høring,hearing
top,top
søknaden,application
research,research
georgie,Georgie
tvinges,forced
merk,note
dét,the
poe,poe
statens,the state's
gærningen,deed
produsert,produced
kappen,coat
sletter,plain
gretten,grumpy
letingen,search
jus,juice
ligne,like
bygges,is built
jakob,jacob
reagan,reagan
levering,delivery
portalen,portal
moralske,moral
vargas,wargas
sydd,sewn
bestem,determine
unnskyid,very
utkanten,outskirts
plaster,patch
madrid,Madrid
bestikkelser,bribes
arret,scar
bevoktet,watched
tyngre,heavier
ræv,fox
foto,photo
bue,bow
lidelser,disorder
sjenerøst,generous
fullmåne,full
summen,the sum
anmodning,request
irritere,annoy
usedvanlig,exceptional
forestiller,imagine
kjefte,scold
signerer,sign
kystvakten,coastguard
feberen,the fever
ritualet,ritual
giftige,poisonous
tidevannet,tide
korea,Korea
kallenavn,nickname
menns,men
nedre,lower
durant,durant
arve,inherit
lomme,pocket
rifla,rifle
kampanje,campaign
ekskone,ex -wife
bakhodet,back
muffins,muffins
assistanse,assistance
opereres,operated
front,front
bent,bent
verten,host
verne,protect
slikker,lick
oppklare,clarify
nathaniel,Nathaniel
jaime,Jaime
wisconsin,wisconsin
miner,mines
innesperret,seasosed
mcqueen,mcqueen
shorty,shorty
tidlige,early
tatoveringer,tattoos
feiltakelse,mistake
øverstkommanderende,commander -in -chief
harley,Harley
pågående,pushy
orgasme,orgasm
oppga,stated
temple,temple
rod,Red
frisyre,hairstyle
columbia,Columbia
revurdere,reassess
utløser,trigger
lime,glue
rolf,rolf
beløpet,the amount
frekvens,frequency
call,call
etablere,establish
kostyme,costume
vitnemål,diploma
bekken,the stream
hoftene,hips
stokken,stick
nyborg,nyborg
safe,safe
balla,balla
svømte,swim
tømte,emptied
vilkårene,the terms
mail,email
statsadvokat,Attorn of Station
mappene,the folders
ytterste,outermost
produkter,products
theodore,Theodore
oppskriften,the recipe
buskene,bushes
kista,coffin
urett,injustice
hanson,Hanson
vond,pain
olive,olive
bert,bern
kjoler,dresses
prisene,prices
lecter,lecter
hanne,male
beatrice,beatrice
moray,moray
univers,universe
metafor,metaphor
stryk,stroke
fortjene,deserve
josé,josé
forbilde,role model
medium,medium
mountain,mountain
four,four
faith,faith
retur,return
utsolgt,sold out
sølte,messy
tikk,tick
konferanse,conference
handlingene,actions
fordelen,advantage
småting,little
ecstasy,ecstasy
palace,palace
evie,Evie
tråkker,step
interesserte,interested
li,li
gis,provisions
avledning,derge
romservice,space service
dead,dead
berømmelse,fame
enken,widow
hu,man
simms,simms
edderkopp,spider
koppen,cup
forføre,seduce
forsvinning,disappearance
darryl,darryl
peanøttsmør,peanut butter
tildelt,assigned
nerver,nerves
heksen,witch
ferskt,fresh
fbi-agent,FBI agent
enkleste,simplest
what,what
kuer,cows
fylla,drunk
hayley,hayley
interessere,interest
finns,Finn
inneholdt,contained
wolfe,wolfe
godtok,accepted
rikere,rich
løven,lion
bobo,bobo
kongerike,kingdom
gest,gesture
capone,capone
smuget,alley
ekstrem,extreme
barnevernet,child welfare
sinclair,sinclair
oppskrift,recipe
shrek,shrine
kapselen,capsule
jentas,girl
statene,states
falne,fall
klassiker,classic
yrket,profession
røper,reveals
down,down
barten,mustache
toni,toni
konferansen,conference
råttent,rotten
karate,karate
morens,mother's
avvent,await
neill,neill
involverer,involves
frigjør,liberate
motorer,engines
bønnene,beans
blodtrykk,blood pressure
gjenkjenne,recognize
casanova,casanova
stefaren,stepfather
radar,radar
cadillac,cadillac
monty,Monty
eksemplar,specimen
inntekt,income
javier,javier
siterer,cite
vaksine,vaccine
spedbarn,infant
lorraine,lorraine
illinois,illinois
pickupen,the pickup
romkamerat,roommate
hypotetisk,hypothetical
stabilt,stable
komedie,comedy
skipets,ship
rødvin,Red wine
inngått,entered
romerske,roman
fortelling,story
kjefter,jaw
følsomme,sensitive
satellitten,satellite
eierne,owners
cliff,cliff
gotham,gotham
tragedien,tragedy
leksjon,lesson
gudinne,goddess
knær,knees
nykter,sober
tilgjengelige,accessible
grunnloven,Constitution
løses,resolved
kokt,boiled
al-qaida,al-Qaeda
behøvde,needed
separert,separated
sayid,sayid
frances,frances
pinocchio,pinocchio
styringen,steering
sexen,sex
byrden,burden
boksing,corner
ne,ne
komfortabelt,comfortable
christensen,Christensen
plyndret,loot
town,town
stødig,steady
klø,claw
space,space
parlamentet,parliament
løytnanten,lieutenant
tanks,tank
security,security
geronimo,geronimo
avskyelige,disgusting
bemerkelsesverdig,remarkable
tredjedel,third
mesterverk,masterpiece
gudfaren,godfather
fristet,tempt
marine,navy
batterier,batteries
damon,damon
henrettelse,execution
arrangerte,arranged
ammunisjonen,ammunition
romerne,the Romans
områdene,areas
runke,jerk
sivilisasjon,civilization
paragraf,paragraph
radius,radius
lade,charge
utstilling,display
artagnan,Artagnan
sinnssyke,insane
regjeringens,the government's
frasier,phrasia
opprettet,created
kinoen,cinema
premie,prize
decker,decker
eventuelle,eventual
desmond,desmond
regissøren,the director
malerier,paintings
asyl,asylum
fantasier,fantasies
jobs,job
village,wild
eksisterte,existed
sadie,sadie
påfyll,refill
respons,response
varulv,werewolf
spredte,scattered
spretter,bounce
augustus,Augustus
hyre,rent
havets,ocean
redaktør,editor
nærmet,approach
story,story
cyrus,cyrus
80-tallet,80's
originalen,original
chow,chow
marta,marta
stadion,stadium
geniet,genius
wong,wong
dawn,dawn
everett,everet
sjefer,bosses
o.j.,O.J.
tex,tex
gil,gil
rytmen,rhythm
menneskers,people
bomme,miss
fritiden,free time
fattet,made
tøy,Clothing
lisbeth,lisbeth
gjerde,fence
misforstår,misunderstand
utenbys,out -ofs
hummer,lobster
festivalen,festival
noter,note
alliert,ally
spres,spread
lara,lara
kasino,casino
pianoet,piano
urovekkende,disturbing
tyde,interpret
tilhengere,trailer
panseret,hood
territoriet,territory
bloom,bloom
kjendiser,celebrities
rusten,rusty
opptil,up to
jevnt,even
seremoni,ceremony
rykke,twitch
pizzaen,the pizza
peneste,prettiest
dataen,data
luksus,luxury
sløser,waste
frosset,frozen
vitnene,witnesses
klørne,claws
galleriet,gallery
lykkeligste,happiest
pastoren,pastor
bakdøren,back door
napoleon,napoleon
ljuger,lying
paco,paco
klovnen,clown
avlyste,canceled
frustrerende,frustrating
protestere,protest
devon,devon
locke,LOCKE
elektronisk,electronic
planeter,planets
høyesterett,Supreme Court
carver,carver
compton,compton
appetitt,appetite
lucious,lucious
gudenes,the gods
raven,raven
kompaniet,company
konspirasjon,conspiracy
k.,k.
flyktninger,refugees
nøle,hesitate
chavez,chavez
klinte,cling
orlando,Orlando
tiltro,consolation
eiendommer,properties
georges,Georges
besto,consisted
gjørjeg,do I
billie,billie
artist,artist
dam,pond
grady,grady
masker,mask
snålt,neat
finansiere,finance
overga,surpass
skanner,scanner
avgi,provide
grunnene,reasons
whiskyen,whiskey
utenomjordiske,extraterrestrial
ahmad,ahmad
taco,taco
hamburger,hamburger
sitat,quotation
nestkommanderende,second -in -command
populært,popular
måler,meter
nazir,Nazir
diabetes,diabetes
oppholde,detain
holt,holt
morten,Morten
redskap,utensil
hansken,glove
holden,team
way,way
dronen,drone
forutse,predict
betydd,meant
peggy,peggy
klargjør,clarify
ekstreme,extreme
sminken,makeup
fornuftige,sensible
lillesøster,little sister
gærninger,deed
tvilsomt,doubtful
retail,retail
vandrende,wandering
bønnfaller,crude
vivian,vivian
manageren,manager
